episode,has_audio,raw_audio_occurrences,unique_audio_url_count,canonical_audio_occurrences,mirror_audio_occurrences,episode_page_occurrences,canonical_post_count,titles
736,yes,17,3,17,0,38,1,Episode 736: How to Leverage BNI International Connections
737,yes,17,3,17,0,37,1,Episode 737: Creating a Life Plan (Classic Podcast)
738,yes,17,2,17,0,40,1,Episode 738: Richard Branson on Legacy | Episode 738: Richard Branson on Legacy - The Official BNI Podcast
739,yes,12,3,12,0,3,2,Episode 739: Networking: A Matter of Life or Death | New Year Break–Podcast Returns Jan 5
740,yes,12,3,12,0,2,1,Episode 740: Adding Subscription Revenue to Your Business
741,yes,12,3,12,0,34,1,Episode 741: Premature Solicitation (Classic Podcast)
742,yes,12,2,12,0,40,1,"Episode 742: Building Relationships at Home, Work, and Community"
743,yes,12,3,12,0,43,1,"Episode 743: Be Passionate, Not Pushy | Episode 743: Be Passionate, Not Pushy - The Official BNI Podcast"
744,yes,12,3,12,0,38,1,"Episode 744: Networking Is a Marathon, Not a Sprint"
745,yes,12,3,12,0,30,1,"Episode 745: Networking Up, Revised (Classic Podcast)"
746,yes,12,2,12,0,37,1,Episode 746: The Unnatural Promoter | Episode 746: The Unnatural Promoter - The Official BNI Podcast
747,yes,12,3,12,0,31,1,Episode 747: The Power of One Conversation | Episode 747: The Power of One Conversation - The Official BNI Podcast
748,yes,12,3,12,0,38,1,Episode 748: The Willing Conversation | Episode 748: The Willing Conversation - The Official BNI Podcast
749,yes,12,3,12,0,30,1,Episode 749: How Do You End a Conversation? (Classic Podcast) | Episode 749: How Do You End a Conversation? (Classic Podcast) - The Official BNI Podcast
750,yes,12,3,12,0,41,1,Episode 750: Competing in the New World of Work
751,yes,12,2,12,0,37,1,Episode 751: An Intentional One-to-One | Episode 751: An Intentional One-to-One - The Official BNI Podcast
752,yes,12,3,12,0,31,1,Episode 752: Who to Have a One-to-One With | Episode 752: Who to Have a One-to-One With - The Official BNI Podcast
753,yes,12,3,12,0,42,1,Episode 753: You’re Going to Need a Bigger Boat
754,yes,12,3,12,0,31,1,"Episode 754: I Want Referrals, and I Want Them NOW! (Classic)"
755,yes,12,2,12,0,1252,1,Episode 755: Becoming Change Proof | Episode 755: Becoming Change Proof - The Official BNI Podcast
756,yes,12,3,12,0,31,1,Episode 756: BNI's International Board of Advisors - The Official BNI Podcast | Episode 756: BNI’s International Board of Advisors
757,yes,12,3,12,0,37,1,Episode 757: The View from Your Windshield | Episode 757: The View from Your Windshield - The Official BNI Podcast
758,yes,12,3,12,0,30,1,Episode 758: Innovation vs. Repetition (Classic Podcast)
759,yes,12,2,12,0,34,1,Episode 759: What to Do When Things Go Wrong
760,yes,12,3,12,0,37,1,Episode 760: Get Specific About What You Do | Episode 760: Get Specific About What You Do - The Official BNI Podcast
761,yes,12,3,12,0,35,1,Episode 761: Three Steps to Receiving a Roomful of Referrals
762,yes,12,3,12,0,31,1,Episode 762: Soft Skills Make Strong Networks (Classic Podcast)
763,yes,12,3,12,0,32,1,Episode 763: Global Diversity | Episode 763: Global Diversity - The Official BNI Podcast
764,yes,12,2,12,0,42,1,Episode 764: Three Steps to Attract Referrals | Episode 764: Three Steps to Attract Referrals - The Official BNI Podcast
765,yes,12,3,12,0,35,1,Episode 765: 7 Rules for an Elevator Pitch (Classic) | Episode 765: 7 Rules for an Elevator Pitch (Classic) - The Official BNI Podcast
766,yes,12,3,12,0,33,1,Episode 766: Three Simple Steps to Grow Your Business
767,yes,12,3,12,0,40,1,Episode 767: Be a Big Thinker | Episode 767: Be a Big Thinker - The Official BNI Podcast
768,yes,12,2,12,0,33,1,Episode 768: Class Reunions | Episode 768: Class Reunions - The Official BNI Podcast
769,yes,12,3,12,0,32,1,Episode 769: I’ve Invited Everyone I Know (Classic)
770,yes,12,3,12,0,39,1,Episode 770: From N-O to N.D. | Episode 770: From N-O to N.D. - The Official BNI Podcast
771,yes,12,3,12,0,62,1,Episode 771: Work Your Network | Episode 771: Work Your Network - The Official BNI Podcast
772,yes,12,3,12,0,2,1,Episode 772: The first “C”–Competence
773,yes,12,2,12,0,35,1,Episode 773: Garage to Global® (Classic Podcast)
774,yes,12,3,12,0,40,1,Episode 774: The Four Cs | Episode 774: The Four Cs - The Official BNI Podcast
775,yes,12,3,12,0,39,1,Episode 775: Powering Up Power Teams | Episode 775: Powering Up Power Teams - The Official BNI Podcast
776,yes,12,3,12,0,35,1,Episode 776: How BNI Changed My Life | Episode 776: How BNI Changed My Life - The Official BNI Podcast
777,yes,12,2,12,0,38,1,Episode 777: Education Coordinators | Episode 777: Education Coordinators - The Official BNI Podcast
778,yes,12,3,12,0,2,1,Episode 778: Humility Makes for a Great Networker (Classic Podcast)
779,yes,12,3,12,0,32,1,"Episode 779: Enrolled, Not Sold | Episode 779: Enrolled, Not Sold - The Official BNI Podcast"
780,yes,12,3,12,0,30,1,Episode 780: Launch Love Worldwide | Episode 780: Launch Love Worldwide - The Official BNI Podcast
781,yes,12,2,12,0,35,1,Episode 781: Make a Difference in the World
782,yes,12,3,12,0,44,1,Episode 782: The Gratitude Effect (Classic)
783,yes,12,3,12,0,33,1,Episode 783: Are You Passionate about Your Business?
784,yes,12,3,12,0,16,1,Episode 784: Nonprofits in BNI? | Episode 784: Nonprofits in BNI? - The Official BNI Podcast
785,yes,12,3,12,0,2,1,Episode 785: Inviting to BNI is Child’s Play
786,yes,17,3,17,0,35,1,Episode 786: The Butterfly Effect (Classic Podcast)
787,yes,17,3,17,0,41,1,"Episode 787: Credibility, the 2nd ""C"" - The Official BNI Podcast | Episode 787: Credibility, the 2nd “C”"
788,yes,17,3,17,0,41,1,Episode 788: Room Full of Referrals 10th Anniversary
789,yes,17,2,17,0,36,1,Episode 789: Hope Is More Powerful Than Fear (Classic)
790,yes,12,3,12,0,45,1,Episode 790: Why So High? | Episode 790: Why So High? - The Official BNI Podcast
791,yes,12,3,12,0,35,1,Episode 791: Your Chapter Needs You to Be Great
792,yes,12,3,12,0,2,1,Episode 792: Has Anyone Ever Tried to Bribe You?
793,yes,12,2,12,0,35,1,Episode 793: Influencing People with Stories
794,yes,12,3,12,0,32,1,"Episode 794: Givers Gain, Chapter 8–A New Audience (Classic Podcast)"
795,yes,12,3,12,0,42,1,Episode 795: Who’s in Your Room? 2nd Edition
796,yes,12,3,12,0,33,1,Episode 796: The Art and Science of Asking
797,yes,12,2,12,0,32,1,Episode 797: You Have a Book in You | Episode 797: You Have a Book in You - The Official BNI Podcast
798,yes,12,3,12,0,33,1,Episode 798: Givers & Takers (Classic) | Episode 798: Givers & Takers (Classic) - The Official BNI Podcast
799,yes,12,3,12,0,33,1,Episode 799: But I Don’t Have a Personal Mechanic
800,yes,12,3,12,0,23,1,Episode 800: Are You Wasting a Fantastic Testimonial?
801,yes,12,3,12,0,32,1,Episode 801: Captivating Educational Moments
802,yes,12,2,12,0,41,1,Episode 802: 7 Techniques to Be a Better Networker
803,yes,12,3,12,0,35,1,Episode 803: Do What You Love and You’ll Love What You Do (Classic)
804,yes,12,3,12,0,35,1,Episode 804: When to Say No to a One-to-One
805,yes,12,3,12,0,33,1,Episode 805: Why Collaboration Works | Episode 805: Why Collaboration Works - The Official BNI Podcast
806,yes,12,2,12,0,33,1,Episode 806: 10 Tips to Be a Better Networker
807,yes,12,3,12,0,35,1,Episode 807: The Prima Donna Syndrome
808,yes,12,3,12,0,33,1,Episode 808: Show Up. Make Money. (Classic)
809,yes,12,3,12,0,31,1,Episode 809: BNI in Smaller Markets | Episode 809: BNI in Smaller Markets - The Official BNI Podcast
810,yes,12,3,12,0,37,1,Episode 810: Strengths and Weaknesses of a Network
811,yes,12,2,12,0,33,1,Episode 811: Complaining Is Not an Olympic Event
812,yes,12,3,12,0,36,1,Episode 812: Being Intentional About Diversity (Classic)
813,yes,12,3,12,0,37,1,Episode 813: Making Communication More Powerful
814,yes,12,3,12,0,40,1,"Episode 814: Start with Gain, End with Give"
815,yes,12,2,12,0,24,1,Episode 815: Edify Your Referral Sources | Episode 815: Edify Your Referral Sources - The Official BNI Podcast
816,yes,12,3,12,0,31,1,Episode 816: OMG-I'm an Introvert? (Classic Podcast) - The Official BNI Podcast | Episode 816: OMG–I’m an Introvert? (Classic Podcast)
817,yes,12,3,12,0,38,1,Episode 817: Talking on Eggshells with Complainers | Episode 817: Talking on Eggshells with Complainers - The Official BNI Podcast
818,yes,12,3,12,0,32,1,Episode 818: Talking on Eggshells with Angry People | Episode 818: Talking on Eggshells with Angry People - The Official BNI Podcast
819,yes,12,2,12,0,35,1,Episode 819: The Importance of One-to-Ones | Episode 819: The Importance of One-to-Ones - The Official BNI Podcast
820,yes,12,3,12,0,2,1,Episode 820: The 7 Principles of Givers Gain (Classic Podcast)
821,yes,12,3,12,0,2,1,Episode 821: Impacting Lives Positively
822,yes,12,3,12,0,2,1,Episode 822: The Days I Dreamed of Being Where I Am Now
823,yes,12,3,12,0,37,1,Episode 823: One Reason Someone Should Refer You | Episode 823: One Reason Someone Should Refer You - The Official BNI Podcast
824,yes,12,2,12,0,32,1,Episode 824: Want More Referrals? Show Up! (Classic Podcast) | Episode 824: Want More Referrals? Show Up! (Classic Podcast) - The Official BNI Podcast
825,yes,12,3,12,0,34,1,Episode 825: Cultivating a Million-Dollar Membership | Episode 825: Cultivating a Million-Dollar Membership - The Official BNI Podcast
826,yes,12,3,12,0,33,1,Episode 826: Is Your Message Clear? | Episode 826: Is Your Message Clear? - The Official BNI Podcast
827,yes,12,3,12,0,35,1,Episode 827: Business in the Twilight Zone | Episode 827: Business in the Twilight Zone - The Official BNI Podcast
828,yes,6,2,6,0,2,1,Episode 828: Become a Motivational Speaker for Your Business (Classic)
829,yes,12,3,12,0,33,1,"Episode 829: Facts Tell, Stories Sell | Episode 829: Facts Tell, Stories Sell - The Official BNI Podcast"
830,yes,12,3,12,0,36,1,Episode 830: Inviting Visitors Through Social Media | Episode 830: Inviting Visitors Through Social Media - The Official BNI Podcast
831,yes,12,3,12,0,33,1,Episode 831: Processionary Caterpillars—a True Story | Episode 831: Processionary Caterpillars—a True Story - The Official BNI Podcast
832,yes,12,2,12,0,35,1,Episode 832: Membership Committees Are Critical (Classic) | Episode 832: Membership Committees Are Critical (Classic) - The Official BNI Podcast
833,yes,12,3,12,0,18,1,Episode 833: Networking in the Digital Age | Episode 833: Networking in the Digital Age - The Official BNI Podcast
834,yes,12,3,12,0,33,1,Episode 834: Identify Your Most Profitable Client | Episode 834: Identify Your Most Profitable Client - The Official BNI Podcast
835,yes,12,3,12,0,40,1,Episode 835: A Radical Shift to Greater Success | Episode 835: A Radical Shift to Greater Success - The Official BNI Podcast
836,yes,12,3,12,0,34,1,Episode 836: The Strength of Your Anchor (Classic Podcast) | Episode 836: The Strength of Your Anchor (Classic Podcast) - The Official BNI Podcast
837,yes,17,3,17,0,43,1,Episode 837: Sponsoring 52 Members in 3½ Years | Episode 837: Sponsoring 52 Members in 3½ Years - The Official BNI Podcast
838,yes,17,3,17,0,36,1,Episode 838: Diversity and Accessibility in BNI | Episode 838: Diversity and Accessibility in BNI - The Official BNI Podcast
839,yes,17,3,17,0,40,1,Episode 839: Does BNI Work for Employees? | Episode 839: Does BNI Work for Employees? - The Official BNI Podcast
840,yes,17,2,17,0,36,1,Episode 840: The Value of Exit Interviews (Classic) | Episode 840: The Value of Exit Interviews (Classic) - The Official BNI Podcast
841,yes,12,3,12,0,31,1,Episode 841: Member Retention | Episode 841: Member Retention - The Official BNI Podcast
842,yes,12,3,12,0,37,1,Episode 842: Creating a Chapter of Over 100 Members | Episode 842: Creating a Chapter of Over 100 Members - The Official BNI Podcast
843,yes,12,3,12,0,44,1,Episode 843: The New Force Driving Business Success | Episode 843: The New Force Driving Business Success - The Official BNI Podcast
844,yes,12,3,12,0,36,1,"Episode 844: Is Your Chapter on Fire, on Hold, or in a Hole? (Classic Podcast)"
845,yes,12,2,12,0,36,1,"Episode 845: Boost Creativity, Community, and Sales | Episode 845: Boost Creativity, Community, and Sales - The Official BNI Podcast"
846,yes,12,3,12,0,40,1,Episode 846: Cracking the WHY Code | Episode 846: Cracking the WHY Code - The Official BNI Podcast
847,yes,12,3,12,0,33,1,Episode 847: The Four Knows to Success | Episode 847: The Four Knows to Success - The Official BNI Podcast
848,yes,12,3,12,0,2,1,Episode 848: Want Referrals? Don’t Bore Me to Tears (Classic)
849,yes,12,2,12,0,41,1,Episode 849: The Intangibles of BNI | Episode 849: The Intangibles of BNI - The Official BNI Podcast
850,yes,12,3,12,0,33,1,Episode 850: How Great Leaders Communicate Their Vision | Episode 850: How Great Leaders Communicate Their Vision - The Official BNI Podcast
851,yes,12,3,12,0,34,1,Episode 851: The Benefits and Drawbacks to Co-Creation | Episode 851: The Benefits and Drawbacks to Co-Creation - The Official BNI Podcast
852,yes,12,3,12,0,40,1,Episode 852: “Take Off Your Bib” (Classic) | Episode 852: “Take Off Your Bib” (Classic) - The Official BNI Podcast
853,yes,12,2,12,0,32,1,Episode 853: Six Degrees of Separation | Episode 853: Six Degrees of Separation - The Official BNI Podcast
854,yes,12,3,12,0,31,1,Episode 854: The World's Best-Known Marketing Secret - The Official BNI Podcast | Episode 854: The World’s Best-Known Marketing Secret
855,yes,12,3,12,0,34,1,Episode 855: Referrals Through Customer Appreciation | Episode 855: Referrals Through Customer Appreciation - The Official BNI Podcast
856,yes,12,3,12,0,36,1,"Episode 856: A reason, a Season, a Lifetime | Episode 856: A reason, a Season, a Lifetime - The Official BNI Podcast"
857,yes,12,2,12,0,2,1,Episode 857: Networking—It’s More Than Just Talking Business (Classic)
858,yes,12,3,12,0,34,1,Episode 858: The Makeover of Your Weekly Ask | Episode 858: The Makeover of Your Weekly Ask - The Official BNI Podcast
859,yes,12,3,12,0,38,1,Episode 859: Voracious Podcast Consumption | Episode 859: Voracious Podcast Consumption - The Official BNI Podcast
860,yes,12,3,12,0,76,1,"Episode 860: CEUs, Testimonials, Presentations, and TYFCB (Ask Ivan)"
861,yes,12,3,12,0,2,1,Episode 861: Five Ways to Encourage Employees to Network (Classic Podcast)
862,yes,12,2,12,0,34,1,Episode 862: The Success Guidebook | Episode 862: The Success Guidebook - The Official BNI Podcast
863,yes,12,3,12,0,31,1,Episode 863: Students and Networking in the Job Market | Episode 863: Students and Networking in the Job Market - The Official BNI Podcast
864,yes,12,3,12,0,23,1,Episode 864: Creating a Layered Referral Machine | Episode 864: Creating a Layered Referral Machine - The Official BNI Podcast
865,yes,12,3,12,0,32,1,Episode 865: A Beacon of Hope in a Sea of Fear (Classic) | Episode 865: A Beacon of Hope in a Sea of Fear (Classic) - The Official BNI Podcast
866,yes,12,2,12,0,47,1,Episode 866: The Influence of the Minority | Episode 866: The Influence of the Minority - The Official BNI Podcast
867,yes,12,3,12,0,36,1,Episode 867: Making Positivity a Habit | Episode 867: Making Positivity a Habit - The Official BNI Podcast
868,yes,12,3,12,0,37,1,Episode 868: 10 Ways to Create Referrals for Life | Episode 868: 10 Ways to Create Referrals for Life - The Official BNI Podcast
869,yes,12,3,12,0,37,1,Episode 869: Is There Room for Intuition in Business? (Classic) | Episode 869: Is There Room for Intuition in Business? (Classic) - The Official BNI Podcast
870,yes,12,3,12,0,33,1,Episode 870: Co-opetition | Episode 870: Co-opetition - The Official BNI Podcast
871,yes,12,2,12,0,33,1,"Episode 871: When Conversation Stops, Conflict Escalates | Episode 871: When Conversation Stops, Conflict Escalates - The Official BNI Podcast"
872,yes,12,3,12,0,70,1,Episode 872: Ask Ivan about GDP and Morning Meetings | Episode 872: Ask Ivan about GDP and Morning Meetings - The Official BNI Podcast
873,yes,12,3,12,0,38,1,Episode 873: You Own Your Results | Episode 873: You Own Your Results - The Official BNI Podcast
874,yes,12,3,12,0,34,1,Episode 874: Small Acts Equal Big Results | Episode 874: Small Acts Equal Big Results - The Official BNI Podcast
875,yes,12,2,12,0,32,1,Episode 875: We Don't Pay You to Think (Classic) - The Official BNI Podcast | Episode 875: We Don’t Pay You to Think (Classic)
876,yes,12,3,12,0,35,1,Episode 876: Solutions Focus - A Better Future - The Official BNI Podcast | Episode 876: Solutions Focus — A Better Future
877,yes,12,3,12,0,32,1,"Episode 877: Solutions Focus-Think Big, Act Small - The Official BNI Podcast | Episode 877: Solutions Focus–Think Big, Act Small"
878,yes,12,3,12,0,38,1,Episode 878: Failing to Follow Through | Episode 878: Failing to Follow Through - The Official BNI Podcast
879,yes,12,2,12,0,33,1,Episode 879: It's a Small World After All - The Official BNI Podcast | Episode 879: It’s a Small World After All
880,yes,12,3,12,0,31,1,Episode 880: Giving Is Transformational (Classic) | Episode 880: Giving Is Transformational (Classic) - The Official BNI Podcast
881,yes,12,3,12,0,19,1,Episode 881: The Customer Care Checklist | Episode 881: The Customer Care Checklist - The Official BNI Podcast
882,yes,12,3,12,0,36,1,Episode 882: Having a BNI Guide | Episode 882: Having a BNI Guide - The Official BNI Podcast
883,yes,12,3,12,0,32,1,Episode 883: Fear Forward | Episode 883: Fear Forward - The Official BNI Podcast
884,yes,12,2,12,0,32,1,Episode 884: I Can't Refer You - The Official BNI Podcast | Episode 884: I Can’t Refer You
885,yes,12,3,12,0,36,1,Episode 885: The Connector Effect (Classic) | Episode 885: The Connector Effect (Classic) - The Official BNI Podcast
886,yes,12,3,12,0,40,1,Episode 886: The ABCs of AI | Episode 886: The ABCs of AI - The Official BNI Podcast
887,yes,12,3,12,0,30,1,Episode 887: Integrating AI into Your Company | Episode 887: Integrating AI into Your Company - The Official BNI Podcast
888,yes,17,3,17,0,44,1,Episode 888: How to Educate Others to Refer You | Episode 888: How to Educate Others to Refer You - The Official BNI Podcast
889,yes,17,3,17,0,46,1,Episode 889: Taking a Leadership Role in Your Chapter | Episode 889: Taking a Leadership Role in Your Chapter - The Official BNI Podcast
890,yes,17,3,17,0,36,1,Episode 890: Finding the Good in Bad Times (Classic) | Episode 890: Finding the Good in Bad Times (Classic) - The Official BNI Podcast
891,yes,17,2,17,0,37,1,"Episode 891: Be Prepared, Always Win | Episode 891: Be Prepared, Always Win - The Official BNI Podcast"
892,yes,12,3,12,0,37,1,Episode 892: Infinite Legacy | Episode 892: Infinite Legacy - The Official BNI Podcast
893,yes,12,3,12,0,33,1,Episode 893: Lasting Relational Leadership | Episode 893: Lasting Relational Leadership - The Official BNI Podcast
894,yes,12,3,12,0,31,1,Episode 894: Your Business First | Episode 894: Your Business First - The Official BNI Podcast
895,yes,12,2,12,0,34,1,Episode 895: Intentional Legacy | Episode 895: Intentional Legacy - The Official BNI Podcast
896,yes,12,3,12,0,41,1,Episode 896: The 5 Secrets of Successful People | Episode 896: The 5 Secrets of Successful People - The Official BNI Podcast
897,yes,12,3,12,0,2,1,Episode 897: What Makes a Perfect Member? (Part 1)
898,yes,12,3,12,0,32,1,Episode 898: What Makes a Perfect Member? (Part 2) | Episode 898: What Makes a Perfect Member? (Part 2) - The Official BNI Podcast
899,yes,12,2,12,0,42,1,Episode 899: AI and Networking (Part 1) | Episode 899: AI and Networking (Part 1) - The Official BNI Podcast
900,yes,12,3,12,0,31,1,Episode 900: AI and Networking (Part 2) | Episode 900: AI and Networking (Part 2) - The Official BNI Podcast
901,yes,12,3,12,0,31,1,Episode 901: Misner's Corollary to Murphy's Law (Classic) - The Official BNI Podcast | Episode 901: Misner’s Corollary to Murphy’s Law (Classic)
902,yes,12,3,12,0,32,1,Episode 902: Thirty-nine Year BNI Member | Episode 902: Thirty-nine Year BNI Member - The Official BNI Podcast
903,yes,12,2,12,0,34,1,Episode 903: Three Keys to Mastering Online Reviews | Episode 903: Three Keys to Mastering Online Reviews - The Official BNI Podcast
904,yes,12,3,12,0,32,1,Episode 904: Why BNI Has a Code of Ethics | Episode 904: Why BNI Has a Code of Ethics - The Official BNI Podcast
905,yes,12,3,12,0,36,1,Episode 905: Applying Givers Gain to Business (Classic) | Episode 905: Applying Givers Gain to Business (Classic) - The Official BNI Podcast
906,yes,12,3,12,0,30,1,Episode 906: You Have a Book Idea. Now What? | Episode 906: You Have a Book Idea. Now What? - The Official BNI Podcast
907,yes,12,3,12,0,33,1,Episode 907: GAINS Profile Updated | Episode 907: GAINS Profile Updated - The Official BNI Podcast
908,yes,12,2,12,0,33,1,"Episode 908: Reflections on BNI's Journey, Part 1 - The Official BNI Podcast | Episode 908: Reflections on BNI’s Journey, Part 1"
909,yes,12,3,12,0,32,1,"Episode 909: Reflections on BNI's Journey, Part 2 - The Official BNI Podcast | Episode 909: Reflections on BNI’s Journey, Part 2"
910,yes,12,3,12,0,32,1,"Episode 910: Reflections on BNI's Journey, Part 3 - The Official BNI Podcast | Episode 910: Reflections on BNI’s Journey, Part 3"
911,yes,12,3,12,0,34,1,Episode 911: Why I Invited My Competition | Episode 911: Why I Invited My Competition - The Official BNI Podcast
912,yes,12,2,12,0,36,1,Episode 912: Imposter Syndrome | Episode 912: Imposter Syndrome - The Official BNI Podcast
913,yes,12,3,12,0,32,1,Episode 913: The #1 Rule to Networking | Episode 913: The #1 Rule to Networking - The Official BNI Podcast
914,yes,12,3,12,0,36,1,Episode 914: 5 Important Things for Great Networking | Episode 914: 5 Important Things for Great Networking - The Official BNI Podcast
915,yes,12,3,12,0,32,1,Episode 915: 5 More Important Things for Great Networking | Episode 915: 5 More Important Things for Great Networking - The Official BNI Podcast
916,yes,12,2,12,0,37,1,Episode 916: 40 Years to Overnight Success | Episode 916: 40 Years to Overnight Success - The Official BNI Podcast
917,yes,12,3,12,0,32,1,Episode 917: Show and Tell in Your BNI Presentations | Episode 917: Show and Tell in Your BNI Presentations - The Official BNI Podcast
918,yes,12,3,12,0,34,1,"Episode 918: Passion, People, Process (Classic) | Episode 918: Passion, People, Process (Classic) - The Official BNI Podcast"
919,yes,12,3,12,0,35,1,Episode 919: The Easiest and the Worst Time Not to Network | Episode 919: The Easiest and the Worst Time Not to Network - The Official BNI Podcast
920,yes,12,3,12,0,35,1,Episode 920: No One Cares What You're Saying - The Official BNI Podcast | Episode 920: No One Cares What You’re Saying
921,yes,12,2,12,0,38,1,Episode 921: Why Time and Chapter Size Matter | Episode 921: Why Time and Chapter Size Matter - The Official BNI Podcast
922,yes,12,3,12,0,38,1,Episode 922: The Power Beneath the Surface | Episode 922: The Power Beneath the Surface - The Official BNI Podcast
923,yes,12,3,12,0,32,1,Episode 923: So You Want to Meet a Big Name (Classic)
924,yes,12,3,12,0,31,1,Episode 924: The Five Levels of Leadership | Episode 924: The Five Levels of Leadership - The Official BNI Podcast
925,yes,12,2,12,0,37,1,Episode 925: Opportunity vs. Obligation | Episode 925: Opportunity vs. Obligation - The Official BNI Podcast
926,yes,12,3,12,0,34,1,Episode 926: Diamond Chapter Culture | Episode 926: Diamond Chapter Culture - The Official BNI Podcast
927,yes,12,3,12,0,38,1,Episode 927: Stay in Your Lane = More Givers Gain | Episode 927: Stay in Your Lane = More Givers Gain - The Official BNI Podcast
928,yes,12,3,12,0,34,1,Episode 928: Using LinkedIn to Grow Your Chapter | Episode 928: Using LinkedIn to Grow Your Chapter - The Official BNI Podcast
929,yes,12,2,12,0,34,1,Episode 929: Education Coordinators (Classic) | Episode 929: Education Coordinators (Classic) - The Official BNI Podcast
930,yes,12,3,12,0,34,1,Episode 930: Why Even Have Substitutes? | Episode 930: Why Even Have Substitutes? - The Official BNI Podcast
931,yes,12,3,12,0,31,1,Episode 931: Navigating Through Fear | Episode 931: Navigating Through Fear - The Official BNI Podcast
932,yes,12,3,12,0,32,1,"Episode 932: ""Hey, could you introduce me to So-and-So?"" - The Official BNI Podcast | Episode 932: “Hey, could you introduce me to So-and-So?”"
933,yes,12,3,12,0,35,1,Episode 933: Effort Drives Outcomes | Episode 933: Effort Drives Outcomes - The Official BNI Podcast
934,yes,12,2,12,0,32,1,Episode 934: Comparing Our Inside to Other People's Outside - The Official BNI Podcast | Episode 934: Comparing Our Inside to Other People’s Outside
935,yes,12,3,12,0,39,1,Episode 935: Choose the Lens You Want to See the World Through (Classic Podcast)
936,yes,12,3,12,0,35,1,Episode 936: Why New Members Struggle | Episode 936: Why New Members Struggle - The Official BNI Podcast
937,yes,12,3,12,0,37,1,"Episode 937: Try Smart Talk, Not Small Talk | Episode 937: Try Smart Talk, Not Small Talk - The Official BNI Podcast"
938,yes,12,2,12,0,37,1,Episode 938: Legal Spheres in BNI | Episode 938: Legal Spheres in BNI - The Official BNI Podcast
939,yes,17,3,17,0,36,1,Episode 939: When Is Two Not Better Than One? (Classic) | Episode 939: When Is Two Not Better Than One? (Classic) - The Official BNI Podcast
940,yes,17,3,17,0,36,1,Episode 940: Holiday Party Networking | Episode 940: Holiday Party Networking - The Official BNI Podcast
941,yes,17,2,17,0,41,1,Episode 941: My Personal Story | Episode 941: My Personal Story - The Official BNI Podcast
942,yes,12,3,12,0,34,3,Episode 942: Engaging Long-Time Members | Episode 942: Engaging Long-Time Members - The Official BNI Podcast | Happy 2026! | New Year Break
943,yes,12,3,12,0,31,1,Episode 943: What to Say to Boring People | Episode 943: What to Say to Boring People - The Official BNI Podcast
944,yes,12,3,12,0,34,1,Episode 944: Don't Let Your Group Deflate While You Wait (Classic) - The Official BNI Podcast | Episode 944: Don’t Let Your Group Deflate While You Wait (Classic)
945,yes,12,2,12,0,35,1,Episode 945: Turning Personal Connections into Relationships | Episode 945: Turning Personal Connections into Relationships - The Official BNI Podcast
946,yes,12,3,12,0,18,1,Episode 946: Small Talk | Episode 946: Small Talk - The Official BNI Podcast
947,yes,12,3,12,0,44,1,Episode 947: Guinness Networking World Record | Episode 947: Guinness Networking World Record - The Official BNI Podcast
948,yes,12,3,12,0,32,1,Episode 948: How to Be a Friend | Episode 948: How to Be a Friend - The Official BNI Podcast
949,yes,12,2,12,0,33,1,Episode 949: Coaching a Chapter to Greatness (Classic) | Episode 949: Coaching a Chapter to Greatness (Classic) - The Official BNI Podcast
950,yes,12,3,12,0,34,1,Episode 950: The Growth Mindset | Episode 950: The Growth Mindset - The Official BNI Podcast
951,yes,12,3,12,0,37,1,Episode 951: The Curse of Complexity | Episode 951: The Curse of Complexity - The Official BNI Podcast
952,yes,12,3,12,0,35,1,Episode 952: Positive Attitude Is a Competitive Advantage | Episode 952: Positive Attitude Is a Competitive Advantage - The Official BNI Podcast
953,yes,12,2,12,0,35,1,Episode 953: Growth in Difficult Times (Classic) | Episode 953: Growth in Difficult Times (Classic) - The Official BNI Podcast
954,yes,12,3,12,0,32,1,Episode 954: Protect Your Network | Episode 954: Protect Your Network - The Official BNI Podcast
955,yes,12,3,12,0,37,1,Episode 955: Vision Without Execution Is Wishful Thinking | Episode 955: Vision Without Execution Is Wishful Thinking - The Official BNI Podcast
956,yes,12,3,12,0,31,1,Episode 956: You Can't Think Your Way into Transformation - The Official BNI Podcast | Episode 956: You Can’t Think Your Way into Transformation
957,yes,12,3,12,0,34,1,Episode 957: Two Beers and a Puppy | Episode 957: Two Beers and a Puppy - The Official BNI Podcast
958,yes,12,2,12,0,1258,1,Episode 958: How You Stand Changes Who You Meet (Classic) | Episode 958: How You Stand Changes Who You Meet (Classic) - The Official BNI Podcast
959,yes,22,4,22,0,46,1,Episode 959: Make Yourself Referrable | Episode 959: Make Yourself Referrable - The Official BNI Podcast
960,yes,22,4,22,0,42,1,Episode 960: Why Most Leaders Fail | Episode 960: Why Most Leaders Fail - The Official BNI Podcast
961,yes,22,4,22,0,1259,1,Episode 961: Hard Work vs. Luck | Episode 961: Hard Work vs. Luck - The Official BNI Podcast
962,yes,22,3,22,0,1259,1,Episode 962: Time and Money (Classic) | Episode 962: Time and Money (Classic) - The Official BNI Podcast
963,yes,22,2,22,0,40,1,"Episode 963: The Power of ""Feel, Felt, Found"" - The Official BNI Podcast | Episode 963: The Power of “Feel, Felt, Found”"
